4149.7,11131.6,6981.69,,red
4281.9,11131.6,6849.48,,red
4457.9,11131.6,6672.92,,
4686.3,11131.6,6446.5,,red
4889.2,11131.6,6242.4,,red
4898.5,11131.6,6232.01,,red
4919.9,11131.6,6211.4,,
4984.4,11131.6,6146.14,,
5037.5,11131.6,6093.8,,red
5091.6,11131.6,6040,,
5116.1,11131.6,6015.2,,red
5135.8,11131.6,5995.68,,red
5195.5,11131.6,5935.8,,red
5238.8,11131.6,5892.5,,red
5264.4,11131.6,5866.82,,
5348.1,11131.6,5783.15,,red
5355.7,11131.6,5775.76,,
5397.8,11131.6,5733.3,,
5537.44,11131.6,5594.16,,red
5557.7,11131.6,5573.9,,red
5582.4,11131.6,5548.68,,
5628.9,11131.6,5502.096,,red
5673,11131.6,5458.9,,
5709,11131.6,5422.2,,red
5722.2,11131.6,5408.4,,red
5734,11131.6,5397,,red
5756.3,11131.6,5375,,
5789.5,11131.6,5342.2,,
5829.4,11131.6,5300.5,,
5833.6,11131.6,5297.6,,
5841.9,11131.6,5289.25,,
5900.9,11131.6,5230.33,,
5969,11131.6,5161.8,,red
6001.3,11131.6,5130.22,,
6034.4,11131.6,5096.87,,
6038.3,11131.6,5092.86,,
6070.5,11131.6,5060.65,,red
6072.7,11131.6,5058.45,,red
6103.45,11131.6,5025.73,,red
6125.3,11131.6,5005.69,,
6199.9,11131.6,4930.74,,red
6226.7,11131.6,4904.58,,
6247.2,11131.6,4884.02,,red
6297.6,11131.6,4833.519,,red
6328.3,11131.6,4803.6,,
6351.79,11131.6,4779.32,,red
6441.1,11131.6,4690,,
6480.2,11131.6,4650.3,,
6546.6,11131.6,4584.08,,
6566.4,11131.6,4564.87,,
6577.1,11131.6,4552.644,,red
6651.3,11131.6,4479.9,,
6721,11131.6,4409.176,,red
6731.9,11131.6,4399.2,,
6772.3,11131.6,4358.44,,
6814.4,11131.6,4315.22,,red
6872.9,11131.6,4258.1,,red
6935.2,11131.6,4196.1,,
6962.5,11131.6,4168.5,,red
7079.7,11131.6,4051.9,,red
7119.7,11131.6,4011.4,,
7164.6,11131.6,3966.38,,red
7208.1,11131.6,3922.71,,
7215.8,11131.6,3913.8,,red
7354.2,11131.6,3776.27,,
7418.8,11131.6,3711.96,,
7454.4,11131.6,3676.092,,
7468.6,11131.6,3661.527,,red
7773.4,11131.6,3357.29,,
7822.3,11131.6,3307.872,,
7829.3,11131.6,3301.36,,
8086.4,11131.6,3044.292,,
8151,11131.6,2978.1,,red
8474.3,11131.6,2656.509,,
8848,11131.6,2283.119,,
9974.3,11131.6,1157.0208,,

